Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
,zVIv5xsY92B,1. Type of resistance,1. Type of resistance,SUM,AGGREGATE,,NUMBER,1. Type of resistance,FALSE,,UheHlwUK9Zo,,,,
2000000,kQ4NVgc2MYs,2000000 Expenditure,2000000 Expenditure,SUM,AGGREGATE,,NUMBER,2000000 Expenditure,FALSE,,OzshuDqmXQI,,,,
,VnzqFzXcjOu,20. Results at 8 months HIV-,20. 8 months HIV-,SUM,AGGREGATE,,NUMBER,20. Results at 8 months HIV-,FALSE,,VemQawTaBIQ,,,,
,evPGtNJmydE,2.10 Enhanced team work/team building demonstrated,2.10 Enhanced team work/team building de,SUM,TRACKER,,NUMBER,2.10 Enhanced team work/team building demonstrated,FALSE,,OzshuDqmXQI,,,,
2110200,jY3JFizFzQN,2110200 Basic Wages - Temporary Employees,2110200 Basic Wages - Temporary Employee,SUM,AGGREGATE,,NUMBER,2110200 Basic Wages - Temporary Employees,FALSE,,OzshuDqmXQI,,,,
2110201,usMDjlboKn4,2110201 Contractual Employees,2110201 Contractual Employees,SUM,AGGREGATE,,NUMBER,2110201 Contractual Employees,FALSE,,OzshuDqmXQI,,,,
2110202,WuEJXcFURTY,2110202 Casual Labour Wages,2110202 Casual Labour Wages,SUM,AGGREGATE,,NUMBER,2110202 Casual Labour Wages,FALSE,,OzshuDqmXQI,,,,
,tgbDsXUj2I0,2.1 MOH 706_Blood Sugar high,2.1 MOH 706_Blood Sugar high,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
,QJUync5DZoy,2.1 MOH 706_Blood Sugar low,2.1 MOH 706_Blood Sugar low,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
,gTK8kZgOQ1e,2.1 MOH 706_Blood Sugar Total,2.1 MOH 706_Blood Sugar Total,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
,jxKm10PnvYy,21. Results at 8 months HIV Test Not Done,21.8 months HIV Test Not ,SUM,AGGREGATE,,NUMBER,21. Results at 8 months HIV Test Not Done,FALSE,,VemQawTaBIQ,,,,
,mXO566am3l0,"2.1 Staff list(s) including registration, qualification, current deployment, etc. is available.",2.1 Staff list(s) including registration,SUM,TRACKER,,NUMBER,"1.2 Staff list(s) including registration, qualification, current deployment, etc. is available.",FALSE,,OzshuDqmXQI,,,,
2.1 Total water points (as per field register),yPimcOKDfJp,2.1 Total water points (as per field register),2.1 Total water points (as per field register),SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
2210100,OV5vbWwUObv,2210100 Utilities & Courier Services,2210100 Utilities & Courier Services,SUM,AGGREGATE,,NUMBER,2210100 Utilities & Courier Services,FALSE,,OzshuDqmXQI,,,,
2210101,t75eApxzxfv,2210101 Electricity,2210101 Electricity,SUM,AGGREGATE,,NUMBER,2210101 Electricity,FALSE,,OzshuDqmXQI,,,,
2210102,q04fFLke4PE,2210102 Water & Sewerage charges,2210102 Water & Sewerage charges,SUM,AGGREGATE,,NUMBER,2210102 Water & Sewerage charges,FALSE,,OzshuDqmXQI,,,,
2210200,IxfhqZSgGy9,2210200 Communication Supplies & Services,2210200 Communication Supplies & Service,SUM,AGGREGATE,,NUMBER,2210200 Communication Supplies & Services,FALSE,,OzshuDqmXQI,,,,
2210201,QrHdlGiLTpv,2210201 Telephone Telex Fax & Mobiles ,2210201 Telephone Telex Fax & Mobiles ,SUM,AGGREGATE,,NUMBER,2210201 Telephone Telex Fax & Mobiles ,FALSE,,OzshuDqmXQI,,,,
2210202,nGagRoo4BzA,2210202 Internet Connection,2210202 Internet Connection,SUM,AGGREGATE,,NUMBER,2210202 Internet Connection,FALSE,,OzshuDqmXQI,,,,
,RijWww0GNyd,2210203 Courier & Postal Services,2210203 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210300,olXO38PrLGo,2210300 Domestic Travel & Accomodation,2210300 Domestic Travel & Accomodation,SUM,AGGREGATE,,NUMBER,2210300 Domestic Travel & Accomodation,FALSE,,OzshuDqmXQI,,,,
2210301,sDEtpJj8IeQ,"2210301 Domestic Travel Costs (Air, Bus, Rail, Mileage)","2210301 Domestic Travel Costs (Air, Bus,",SUM,AGGREGATE,,NUMBER,"2210301 Domestic Travel Costs (Air, Bus, Rail, Mileage)",FALSE,,OzshuDqmXQI,,,,
,Veo55GTrxyW,"2210301 Travel costs (airlines, bus, railway, mileage allowance, etc)",2210301 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,fxaoLwdTFuP,2210302 Accommodation,2210302 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210302,VV8rxMutqgB,2210302 Domestic Accomodation,2210302 Domestic Accomodation,SUM,AGGREGATE,,NUMBER,2210302 Domestic Accomodation,FALSE,,OzshuDqmXQI,,,,
,W6kjK1t3oha,2210303 Outreach Services (DSA),2210303 Outreach Services (DSA),SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210304,Xa6MeCCoxXx,"2210304 Domestic Sundry Items (Airport Tax, Taxis)",2210304 Domestic Sundry Items (Airport T,SUM,AGGREGATE,,NUMBER,"2210304 Domestic Sundry Items (Airport Tax, Taxis)",FALSE,,OzshuDqmXQI,,,,
,Hc2wXHjhMTV,"2210304 Sundry Items (airport tax and taxis, etc)",2210304 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210400,Wch6ja2TP8R,2210400 Foreign Travel & Accomodation,2210400 Foreign Travel & Accomodation,SUM,AGGREGATE,,NUMBER,2210400 Foreign Travel & Accomodation,FALSE,,OzshuDqmXQI,,,,
2210401,hfT1b7RoYWt,"2210401 Foreign Travel Costs (Air, Bus, Rail, Mileage)","2210401 Foreign Travel Costs (Air, Bus, ",SUM,AGGREGATE,,NUMBER,"2210401 Foreign Travel Costs (Air, Bus, Rail, Mileage)",FALSE,,OzshuDqmXQI,,,,
,xdo6ORudvxq,"2210401 Travel costs (airlines, bus, railway, etc)",2210401 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,zVr0uK8UxRu,2210402 Accommodation,2210402 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210402,fVWiEwAe580,2210402 Foreign Accomodation,2210402 Foreign Accomodation,SUM,AGGREGATE,,NUMBER,2210402 Foreign Accomodation,FALSE,,OzshuDqmXQI,,,,
,GGD7BZFoT3p,2210403 Daily Subsistence Allowance,2210403 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210403,hktyi9OrG8d,2210403 Foreign Subsistence Allowance,2210403 Foreign Subsistence Allowance,SUM,AGGREGATE,,NUMBER,2210403 Foreign Subsistence Allowance,FALSE,,OzshuDqmXQI,,,,
2210404,aHdwxFDddQf,"2210404 Foreign Sundry Items (Airport Tax, Taxis)",2210404 Foreign Sundry Items (Airport Ta,SUM,AGGREGATE,,NUMBER,"2210404 Foreign Sundry Items (Airport Tax, Taxis)",FALSE,,OzshuDqmXQI,,,,
,d357IrllpNC,"2210404 Sundry Items (airport tax and taxis, etc)",2210404 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210405,ywlCbfqDrqX,2210405 Foreign Shipment of Personal & Household Effects,2210405 Foreign Shipment of Personal & H,SUM,AGGREGATE,,NUMBER,2210405 Foreign Shipment of Personal & Household Effects,FALSE,,OzshuDqmXQI,,,,
,dbcSzsSo32R,2210405 Shipment of Personal & Household Effects,2210405 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210500,ZOWo7CBpBcC,2210500 Advertising Publishing & Other Info Services,2210500 Advertising Publishing & Other I,SUM,AGGREGATE,,NUMBER,2210500 Advertising Publishing & Other Info Services,FALSE,,OzshuDqmXQI,,,,
2210502 Publishing & Prin,lnVrr5e4mXi,2210502 Publishing and Printing Services,2210502 Publishing & Printing Services,SUM,AGGREGATE,,NUMBER,2210502 Publishing & Printing Services,FALSE,,OzshuDqmXQI,,,,
,DOPHF9sDlCE,2210502 Publishing & Printing Services,2210502 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,ImwC9UzlRI7,"2210503 Subscriptions to Newspapers, Magazines & Periodicals",2210503 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210503,ExdHERqIX5P,2210503 Subscription to Newspaper Magazine & Periodical,2210503 Subscription to Newspaper Magazi,SUM,AGGREGATE,,NUMBER,2210503 Subscription to Newspaper Magazine & Periodical,FALSE,,OzshuDqmXQI,,,,
,lEy0IkcpPaC,"2210504 Advertising, Awareness and Publicity Campaigns",2210504 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210504,PpXS2y8BvsK,2210504 Advertising Awareness & Publicity Campaigns,2210504 Advertising Awareness & Publicit,SUM,AGGREGATE,,NUMBER,2210504 Advertising Awareness & Publicity Campaigns,FALSE,,OzshuDqmXQI,,,,
,stF6pYbR57c,2210505 Trade Shows & Exhibitions,2210505 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210700,UiihYhUyv36,2210700 Training & Workshops,2210700 Training & Workshops,SUM,AGGREGATE,,NUMBER,2210700 Training & Workshops,FALSE,,OzshuDqmXQI,,,,
,h8JR0DwgjDb,2210701 Travel Allowance,2210701 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210701,uHj0fEYrjTx,2210701 Travel Allowances,2210701 Travel Allowances,SUM,AGGREGATE,,NUMBER,2210701 Travel Allowances,FALSE,,OzshuDqmXQI,,,,
,Q3Dtz4uTL0J,2210703 Production & Printing of Training Materials,2210703 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,nUM4jocIXP5,2210704 Hire of Training Facilities & Equipment,2210704 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,JZ89TH1Uw7h,2210710 Accommodation Allowances,2210710 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,loyPvOedny8,2210711 Tuition Fees Allowances,2210711 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2210800,R3ZjwWO6pp6,2210800 Hospitality & Board,2210800 Hospitality & Board,SUM,AGGREGATE,,NUMBER,2210800 Hospitality & Board,FALSE,,OzshuDqmXQI,,,,
,Tpp5Fh9rV07,"2210801 Catering Services, Accommodation, Gifts, Foods & Drinks",2210801 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,RIdOyfRqT15,"2210802 Boards, Committees, Conferences & Seminars",2210802 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211000,KAVPEvsu7GB,2211000 Specialised Materials & Supplies,2211000 Specialised Materials & Supplies,SUM,AGGREGATE,,NUMBER,2211000 Specialised Materials & Supplies,FALSE,,OzshuDqmXQI,,,,
,sW1FEKkUlno,2211001 Medical Drugs,2211001 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,BQP76E4mnEP,2211002 Dressings and non-pharmaceuticals,2211002 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211002,JgjYnWEbbXI,2211002 Dressings & Non Pharmaceuticals,2211002 Dressings & Non Pharmaceuticals,SUM,AGGREGATE,,NUMBER,2211002 Dressings & Non Pharmaceuticals,FALSE,,OzshuDqmXQI,,,,
,GeLsHQnBJSl,"2211004 Fungicides, Insecticides & Sprays",2211004 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,Anntg74AWAc,2211005 Chemicals & Industrial Gases,2211005 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,NAWDpCTju9c,"2211008 Lab Materials, Supplies & Small Equipment",2211008 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,uIKFwsGjL8l,2211009 Education & Library Supplies,2211009 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,zfE43ojuX27,2211011 Purchase/Production of Photographic & Audio Visual Materials,2211011 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,Jm0j7eIJw22,2211015 Food & Rations,2211015 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,Kvrh6Edh4ux,2211016 Staff Uniforms and Clothing,2211016 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,kZVa4Dfz3oW,2211019 Patients Uniforms and Clothing,2211019 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,ozuOGiiROjR,2211020 Staff Uniforms and Clothing Allowances,2211020 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,zq5cC1mHOjZ,2211021 Purchase of Bedding & Linen,2211021 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211022,kkKxlgb0SIK,2211022 Supplies for Production,2211022 Supplies for Production,SUM,AGGREGATE,,NUMBER,2211022 Supplies for Production,FALSE,,OzshuDqmXQI,,,,
,ChuFUyaFoat,2211023 Supplies for Production,2211023 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,Ta4fC50ws12,2211026 Purchase of Vaccines & Sera,2211026 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,pMp1v17OVlZ,2211028 Purchase of X-Rays Supplies,2211028 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211100,ktAiKqEgewS,2211100 General Office Supplies & Services,2211100 General Office Supplies & Servic,SUM,AGGREGATE,,NUMBER,2211100 General Office Supplies & Services,FALSE,,OzshuDqmXQI,,,,
,eWJI88NUHju,"2211101 General Office Supplies (paper, pencils, forms, small office equipment, etc)",2211101 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,ZL5umjFvNZT,2211102 Supplies & Accessories for Computers & Printers,2211102 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,kMyKJqs4tP6,2211103 Sanitary & Cleaning Materials,2211103 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211200,JfMlkDb7sfP,2211200 Fuel & Lubricants,2211200 Fuel & Lubricants,SUM,AGGREGATE,,NUMBER,2211200 Fuel & Lubricants,FALSE,,OzshuDqmXQI,,,,
,ERUP9jd5kr8,2211201 Refined Fuels & Lubricants for Transport,2211201 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,VE7bP4Hd0Y8,2211202 Refined Fuels & Lubricants for Production,2211202 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211300,G10FiANc4uK,2211300 Other Operating Expenses,2211300 Other Operating Expenses,SUM,AGGREGATE,,NUMBER,2211300 Other Operating Expenses,FALSE,,OzshuDqmXQI,,,,
,dPRTEEcXbSy,2211301 Bank changes,2211301 Bank changes,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,jER1yfrClYQ,2211301 Bank Service Commission & Charges,2211301 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,zmTKl26bqXb,2211305 Contracted Guards & Cleaning Services,2211305 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,JqVPN31hItf,"2211307 Transport Costs & Charges (freight, loading/unloading, clearing & shipping charges)",2211307 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,FNaQfndi92d,2211310 Contracted Professional Services,2211310 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,pwYhMY7SObK,2211311 Contracted Technical Services,2211311 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2211399,Y6uJakxkzDC,2211399 Total Other Operating Expenses,2211399 Total Other Operating Expenses,SUM,AGGREGATE,,NUMBER,2211399 Total Other Operating Expenses,FALSE,,OzshuDqmXQI,,,,
2220100,T6Zosl4H5TG,2220100 M/Vehicle & Other Transp Equip Repair & Maint,2220100 M/Vehicle & Other Transp Equip R,SUM,AGGREGATE,,NUMBER,2220100 M/Vehicle & Other Transp Equip Repair & Maint,FALSE,,OzshuDqmXQI,,,,
,W53qF6leiPm,2220101 Maintenance Expenses – Motor Vehicles,2220101 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,MxceLE1Wgwj,2220102 Maintenance Expenses – Boats & Ferries,2220102 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2220199,fORxLUrFSaD,2220199 Total M/Vehic & Other Transp Equip Repair & Maint,2220199 Total M/Vehic & Other Transp Equ,SUM,AGGREGATE,,NUMBER,2220199 Total M/Vehic & Other Transp Equip Repair & Maint,FALSE,,OzshuDqmXQI,,,,
2220200,HGfobnG3qSX,2220200 Other Assets Repairs & Routine Maintenance,2220200 Other Assets Repairs & Routine M,SUM,AGGREGATE,,NUMBER,2220200 Other Assets Repairs & Routine Maintenance,FALSE,,OzshuDqmXQI,,,,
,WypNzlF1rxb,"2220201 Maintenance of Plant, Machinery & Equipment (including lifts)",2220201 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,kltZozM5rkg,2220202 Maintenance of Office Furniture & Fittings,2220202 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,SWHhf1eE89t,2220205 Maintenance of Buildings & Stations (non-residential),2220205 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
,qLWHhVTIp0l,"2220210 Maintenance of Computers, Software & Networks",2220210 exp.,SUM,AGGREGATE,,NUMBER,,FALSE,,OzshuDqmXQI,,,,
2220299,fxTJs6WIZ9K,2220299 Total Other Assets Repairs & Routine Maintenance,2220299 Total Other Assets Repairs & Rou,SUM,AGGREGATE,,NUMBER,2220299 Total Other Assets Repairs & Routine Maintenance,FALSE,,OzshuDqmXQI,,,,
,TeZbMKStgcR,2.2.6  Power supply and lighting is available at all times,2.2.6  Power supply and lighting,SUM,TRACKER,,NUMBER,2.2.6  Power supply and lighting is available at all times,FALSE,,OzshuDqmXQI,,,,
,CDBJwRwYOW0,2.2 All vacancies/positions are filled as required,All vacancies/positions are filled as re,SUM,TRACKER,,NUMBER,2.2 All vacancies/positions are filled as required,FALSE,,OzshuDqmXQI,,,,
,i3RlO4WRH1q,2.2 MOH 706_OGTT,2.2 MOH 706_OGTT,SUM,AGGREGATE,,NUMBER,,FALSE,,xMZ53OatAJq,,,,
,KbuPt8F5BL9,2.2 MOH 706_OGTT High,2.2 MOH 706_OGTT High,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
,wFnVa14Gbvb,2.2 MOH 706_OGTT Low,2.2 MOH 706_OGTT Low,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
,iurCetYzazS,2.2 MOH 706_OGTT Total,2.2 MOH 706_OGTT Total,SUM,AGGREGATE,Blood sugar levels,NUMBER,Blood sugar,TRUE,,OzshuDqmXQI,,,,
2.2 No. of water points  licensed/ commissioned,v8ujI55wBUp,2.2 No. of water points  licensed/ commissioned,2.2 No. of water points  licensed/ commissioned,SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
,al6yickJqm2,22. Number on ART,22. Number on ART,SUM,AGGREGATE,,NUMBER,22. Number on ART,FALSE,,VemQawTaBIQ,,,,
,IXP3ZlZVyNA,2.3 All employees know their job descriptions.,2.3 All employees know their job descrip,SUM,TRACKER,,NUMBER,2.3 All employees know their job descriptions.,FALSE,,OzshuDqmXQI,,,,
2.3 No. of water points inspected,MKRPNk1zEEd,2.3 No. of water points inspected,2.3 No. of water points inspected,SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
,cNsmCOqT5MX,23. Number on CPT,23. Number on CPT,SUM,AGGREGATE,,NUMBER,23. Number on CPT,FALSE,,VemQawTaBIQ,,,,
2.4 No. of water points with samples taken,frV9qtONIpg,2.4 No. of water points with samples taken,2.4 No. of water points with samples taken,SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
,irWnGTjEft5,24. Results at 2 months ,24. Results at 2 months ,SUM,AGGREGATE,,NUMBER,24. Results at 2 months ,FALSE,,gQHAh67d3bm,,,,
,bRGVHcn7Cvv,2.4 Staff are appraised on an annual basis,2.4 Staff are appraised on an annual bas,SUM,TRACKER,,NUMBER,2.4 Staff are appraised on an annual basis,FALSE,,OzshuDqmXQI,,,,
,MYeuz0a2PQN,2.5 Continuous professional development programme available,2.5 Continuous professional development ,SUM,TRACKER,,NUMBER,2.5 Continuous professional development programme available,FALSE,,OzshuDqmXQI,,,,
2.5 No. of premises served with intimation notices,sqgMXvby1jb,2.5 No. of premises served with intimation notices,2.5 No. of premises served with intimation notices,SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
,T9BoPR7Y9jj,25. Results at 5 months,25.Results at 5 months,SUM,AGGREGATE,,NUMBER,25. Results at 5 months,FALSE,,gQHAh67d3bm,,,,
2.6 No. of previous intimation notices complied,Tunh7MBRsOn,2.6 No. of previous intimation notices complied,2.6 No. of previous intimation notices complied,SUM,AGGREGATE,,NUMBER,,FALSE,,sk3KurwuUFb,,,,
,btOeglNWdzk,2.6 Regular updates by senior medical staff / supervisors on Standards and Guidelines are done,2.6 Regular updates by senior medical ,SUM,TRACKER,,NUMBER,2.6 Regular updates by senior medical staff / supervisors on Standards and Guidelines are done,FALSE,,OzshuDqmXQI,,,,
,wgjaV60n3mD,27. Results at 8 months -HIV +,27. 8 months -HIV +,SUM,AGGREGATE,,NUMBER,27. Results at 8 months -HIV +,FALSE,,gQHAh67d3bm,,,,
,yyV0Azqpkh3,2.7 Staff are involved and participate in quality assessment and improvement,2.7 Staff are involved and participate,SUM,TRACKER,,NUMBER,2.7 Staff are involved and participate in quality assessment and improvement,FALSE,,OzshuDqmXQI,,,,
,s0h4FpByito,2.8.1 Medical Staff safety programmes are regularly assessed and improved.,2.8.1 Medical Staff safety programmes,SUM,TRACKER,,NUMBER,2.8.1 Medical Staff safety programmes are regularly assessed and improved.,FALSE,,OzshuDqmXQI,,,,
,S4LLn8h4ins,2.8.2 Safety measures and guidelines for non medical departments are in place and known to all staff,2.8.2 Safety measures and guidelines,SUM,TRACKER,,NUMBER,2.8.2 Safety measures and guidelines for non medical departments are in place and known to all staff,FALSE,,OzshuDqmXQI,,,,
,qSn3rSt2MXd,28. Results at 8 months HIV-,28. 8 months HIV-,SUM,AGGREGATE,,NUMBER,28. Results at 8 months HIV-,FALSE,,gQHAh67d3bm,,,,
,Nn7ZazqKUbV,2.9 Efforts to improve staff motivation are demonstrated,2.9 Efforts to improve staff motivation ,SUM,TRACKER,,NUMBER,2.9 Efforts to improve staff motivation are demonstrated,FALSE,,OzshuDqmXQI,,,,
,qgdtO92N59g,29. Results at 8 months HIV Test Not Done,29.8 months HIV Test Not ,SUM,AGGREGATE,,NUMBER,29. Results at 8 months HIV Test Not Done,FALSE,,gQHAh67d3bm,,,,
,UJaz6ENZGvb,2. Action points by facility ,2. Action points by facility ,SUM,TRACKER,,LONG_TEXT,2. Action points by facility ,FALSE,,OzshuDqmXQI,,,,
,iBUti3kpWsZ,2nd delay - Lack of communication / transport from home to health care facility,2nd delay - Lack of communication ,SUM,TRACKER,,TEXT,2nd delay - Lack of communication / transport from home to health care facility,FALSE,,OzshuDqmXQI,,,,
,lndYgVJv58h,2nd delay - Lack of transport between health care facilities,2nd delay - Lack of transport btw HF,SUM,TRACKER,,TEXT,2nd delay - Lack of transport between health care facilities,FALSE,,OzshuDqmXQI,,,,
,xaa1SS9puMM,2nd delay - Long distances / poor roads,2nd delay - Long distances / poor roads,SUM,TRACKER,,TEXT,2nd delay - Long distances / poor roads,FALSE,,OzshuDqmXQI,,,,
,LRGDw6JkiG9,"2nd delay - Other, specify","2nd delay - Other, specify",SUM,TRACKER,,LONG_TEXT,"2nd delay - Other, specify",FALSE,,OzshuDqmXQI,,,,
,S6O7oxtiHe6,2nd Dose Tetanus Toxoid for pregnant  women (Health Facility),2nd Dose Tetanus Toxoid for pregnant  HF,SUM,AGGREGATE,,NUMBER,2nd Dose Tetanus Toxoid for pregnant  women (Health Facility),FALSE,,OzshuDqmXQI,,,,
,AkMQnju3g7m,2nd Dose Tetanus Toxoid for pregnant  women (Outreach),2nd Dose Tetanus Toxoid for pregnant out,SUM,AGGREGATE,,NUMBER,2nd Dose Tetanus Toxoid for pregnant  women (Outreach),FALSE,,OzshuDqmXQI,,,,
,PNUtCLHwGzr,2nd visit,2nd visit,SUM,AGGREGATE,,NUMBER,2nd visit,FALSE,,w8ZsCiUkkpH,,,,
